snippet,headline__main,year_mo_day,compound,negative,neutral,positive
Mark Foster shot a three-under 68 on Saturday to share a one-stroke lead with James Morrison after the third round at the French Open in St.-Quentin-en-Yvelines.,Foster Grabs Share of Lead,201107,0.296,0,0.913,0.087
The Missed Connections section of craigslist.newyork.org offers poems of longing after a day at the beach.,When Waves and Sand Evoke Summertime Lust,201107,-0.3182,0.202,0.798,0
"Despite their all-white attire and exclusive, finely manicured preserve in Central Park, the New York Lawn Bowling Club is trying to revise its patrician image.",Park Bowlers Roll Out the Green Carpet,201107,0.128,0,0.941,0.059
"Answers on illegal short-term rentals, protecting carriage horses and the history of handball in the city.","Hotels, Horses and Handball",201107,-0.5574,0.194,0.806,0
"The founder of Niche Media relaxes in Southampton on Sundays with his wife and two daughters, his “human alarm clock.”","Saddling Up, and Hitting the Beach",201107,0.0258,0.105,0.786,0.109
"Gregory Young of San Francisco was ranked just seventh in the 10-player field at the United States Junior Closed Championship, and he had not competed in six months.","16-Year-Old Gets Aggressive, and Wins U.S. Junior Title",201107,0.6908,0,0.82,0.18
"Rickie Fowler wound up with a six-under-par 64, and a share of the lead with the World Golf Championship winner Nick Watney.","At AT&T National, Par Is a Speed Bump",201107,0.836,0,0.656,0.344
"A flood of blacks moved out of Chicago in the last decade, and many settled in the city’s southern suburbs, where crime is lower and money for housing goes further.",Black Chicagoans Fuel Growth of South Suburbs,201107,-0.6908,0.174,0.826,0
"Illinois faces huge fiscal crises, particularly regarding pension obligations. Whereas politicians seem hamstrung, James Spiotto, a bankruptcy lawyer, has a suggestion that just might work.",Tackling Pension Crisis Is a Herculean Task,201107,0.3182,0,0.905,0.095
"Yaser Tabbara, a Chicago lawyer, was raised in Damascus and is fighting a one-man legal and diplomatic battle against the Syrian regime, partly from his office in the Loop.",Fighting the Syrian Regime From a Chicago Office,201107,-0.5574,0.167,0.784,0.049
"The United Neighborhood Organization, or UNO, steps in to guide Hispanic elementary school students in applying to high schools with favorable graduation and college-enrollment rates.",Expanding Hispanic Students’ Academic Horizons,201107,0.7096,0,0.796,0.204
"In losing their second straight game to the Yankees, the Mets also lost Reyes to tightness in his left hamstring. Reyes will undergo an M.R.I. on Sunday.",Mets Hold Their Breath After Reyes Grabs His Hamstring,201107,-0.4588,0.159,0.779,0.062
"Hassan Nasrallah, the leader of Hezbollah, vowed that four members of his group indicted in the assassination of Rafik Hariri, a former Lebanese prime minister, would never be arrested.",Hezbollah Rejects Charges Over ’05 Killing of Hariri,201107,-0.3283,0.12,0.801,0.079
Health care reform is expected to release demand for medical assistance. Too bad budget cuts mean there may be fewer health care professionals to help them.,Clinics Face Budget Reductions and a New Wave of Patients,201107,0.4404,0.198,0.551,0.251
A clever network of pathways crisscrossing the Berkeley hills helped transform the bare brown hills into some of Berkeley’s most beautiful and romantic neighborhoods.,Pedestrian Pathways,201107,0.8795,0,0.663,0.337
"You know the Central Subway is happening only because of a promise Willie Brown made to Chinatown leaders in 1989, right? Creation myths like that are powerful, even when they have no basis in fact.",When Myths Get Trains Running,201107,0.7579,0.054,0.709,0.237
"Assemblyman Tom Ammiano wants to change Proposition 13 so businesses will pay more when property changes hands, but he is not challenging the inequality in homeowner taxes created by the law.",Complaints About Proposition 13? It Depends on Who’s Not Paying,201107,0.1286,0.089,0.836,0.075
"With Lt. Gov. David Dewhurst of Texas considering a Senate race, speculation about who would replace him as head of the State Senate is already in full flower.","Thanks to Dewhurst, Speculation Fills the Air",201107,0,0,1,0
"Gov. Rick Perry, the longest-serving chief executive in Texas history, may also be the most powerful, and his influence continues to grow.",Perry Flexed His Muscles to Influence the Session,201107,0.4754,0,0.872,0.128
"Ms. Fellows worked with some of the biggest stars in Hollywood, including Bing Crosby, W. C. Fields and Gene Autry.","Edith Fellows, a 1930s Child Star Trailed by Dickensian Woes, Dies at 88",201107,0,0,1,0
"Michael Crosno and MyEdu, the Web company of which he is chief executive, are working to reduce the costs of college and lower the average time for getting a degree.",Crusading From Outside to Lower College Costs,201107,-0.296,0.073,0.927,0
Members of Iraq’s well-trained special operations force say that American troops must stay longer to continue training and advising.,"Taking Lead, Iraqis Hope U.S. Special Operations Commandos Stay",201107,0.4019,0,0.87,0.13
"“Slacker 2011,” a remake of Richard Linklater’s seminal 1991 indie “Slacker,” is testament to that film’s impact on a new generation of artists and moviegoers.","20 Years On, It’s Déjà Vu for ‘Slacker’ and Austin",201107,0,0,1,0
Yasushi Furukawa of Saga Prefecture must decide whether to support a request by Prime Minister Naoto Kan to restart two reactors at a local nuclear plant.,A Governor’s Power to Shape the Future of a Nuclear Japan,201107,0.4019,0,0.895,0.105
"We witness a polar bear’s grief and taste our own memories of love, loss and loneliness. Our wild heart goes out to him.",The Lonely Polar Bear,201107,-0.4767,0.272,0.59,0.138
"Prince William and Kate Middleton are to travel to Los Angeles, a nation unto itself. Here are some suggestions for how to handle the culture shock.","William and Kate, Meet L.A.",201107,-0.3818,0.098,0.902,0
The specter of gay marriage in one populous state could be a powerful call for donations and action from those opposed to it.,New York’s Approval of Same-Sex Marriage Spurs Opponents for New Fights,201107,0.4215,0,0.882,0.118
"John Coltrane’s house in Long Island, where he lived and composed some of his immortal jazz, is crumbling and in need of restoration.","A Love Still Supreme, but a House in Ruins",201107,0.25,0,0.917,0.083
President Obama should honor the patriots in the government who bravely opposed the Bush administration’s torture policies.,Unsung Heroes,201107,0.3818,0.16,0.574,0.266
Test your knowledge of recent events.,Wait Wait ... Don’t Tell Me!,201107,0,0,1,0
"Young people don’t need to rent or buy casual games. They are available on computers, tablets and cellphones — and they are free.",Games People Play,201107,0.6249,0,0.805,0.195
By analyzing aggregated cellphone traffic interesting patterns emerge about how people connect.,Phone-Call Cartography,201107,0.4019,0,0.803,0.197
Inconsistent laws will make same-sex divorce difficult. But “straight” disunions were once a lot tougher too. No longer.,When Same-Sex Marriages End,201107,-0.4588,0.23,0.686,0.083
"A decade from 9/11, New York has prevailed against the “destroying planes” foreseen in 1948 by E.B. White.",New York and the Planes,201107,0,0,1,0
"Congress voted to allow open military service by gay, lesbian and bisexual Americans, but the law banning their service is still in effect. Full repeal of this discriminatory policy is overdue.","Unfinished Business: ‘Don’t Ask, Don’t Tell’",201107,0.1154,0,0.954,0.046
"The drive-through daiquiri stand is a Louisiana institution, a celebration of the state’s sense of duty in matters of amusement as well as its sense of amusement in matters of law.","There You Go! Now Drive Safe, You Hear?",201107,0.743,0,0.721,0.279
Updated figures show that median pay surged 23 percent last year for top executives at 200 big companies.,We Knew They Got Raises. But This?,201107,0.1027,0.073,0.833,0.094
"A look at how Equilar, the executive compensation data company, compiled pay data for its survey.",How the Pay Figures Were Calculated,201107,-0.1027,0.091,0.909,0
Median pay for chief executives at 200 of the nation’s largest companies rose 23 percent last year.,"Executive Pay, Revisited: Even Higher Than It First Seemed",201107,-0.1027,0.08,0.92,0
Readers continue a conversation about cuts in Social Security and Medicare.,"Sunday Dialogue: The Old, the Young and Medicare",201107,0.0516,0.175,0.635,0.19
A Supreme Court’s ruling has made it even more likely that innocent people will be railroaded by untrained prosecutors.,"The D.A. Stole His Life, Justices Took His Money",201107,0.7402,0,0.719,0.281
The real point of those fireworks overhead tonight is to let us hear again that a fresh and unheard-of beginning is at the heart of our very nature.,"Fourth of July, High Noon of the Year",201107,0.3182,0,0.919,0.081
"The next time Derek Jeter steps onto a baseball field, he will probably wear his Yankees cap, but on Sunday, he made his second, and likely final, rehabilitation appearance with Class AA Trenton.",Jeter Ends Stint in Trenton,201107,0,0,1,0
"Access to the Internet is a human right, but it is being threatened by governments around the world, democracies included.",Free Speech and the Internet,201107,-0.6124,0.182,0.818,0
"Responding to the growing threat of a humanitarian crisis, the European Union said it would provide about $14.5 million in emergency aid.",European Union to Send Food Aid to North Korea,201107,-0.8555,0.351,0.59,0.059
Filibusters routinely bypass democracy and surrender control to a small group of lawmakers.,The Power of a Simple Majority,201107,0,0,1,0
"New anti-immigration laws in Georgia, Alabama and South Carolina are cruel, racist and counterproductive.",It Gets Even Worse,201107,-0.8316,0.394,0.606,0
Three music therapists from MJHS Hospice and Palliative Care crisscross the city and suburbs to sing songs to the dying.,"Relaxing, Touching the Memory, Music Helps With the Final Transition",201107,0.4939,0,0.856,0.144
"Marino Vanhoenacker won the Ironman Austria in Klagenfurt in a world-record time, beating the 14-year-old previous best mark by nearly four and a half minutes.",Belgian Man Breaks an Ironman Record,201107,0.7096,0.097,0.647,0.256
"Palestine advanced to the next round of Asia’s preliminary qualifying for the 2014 World Cup after tying Afghanistan, 1-1, in Al-Ram, West Bank, and winning by 3-1 over all.",Palestine Advances in 2014 Cup Qualifying,201107,0.6597,0,0.833,0.167
"The British heavyweight David Haye, who lost his World Boxing Association title to Vladimir Klitschko on Saturday, said he would reconsider his plan to retire after Klitschko offered a rematch.",Loser to Klitschko Reconsiders Retirement,201107,-0.3182,0.076,0.924,0
Many Latino immigrants and Hispanic Americans are identifying themselves with their American Indian heritage on census forms and in their celebrations.,Hispanics Identifying Themselves as Indians,201107,0,0,1,0
