snippet,headline__main,year_mo_day,sentiment_analysis,compound,negative,neutral,positive
"“It’s scary,” said one soldier, who was experiencing serious combat for the first time.",Young Israeli Soldiers Anxious About Combat,20060724,-0.4019,-0.4019,0.236,0.764,0
"The trial made some slow progress despite the absence of Mr. Hussein, who is on a 17-day hunger strike.","Hussein Trial Resumes, Again Without Hussein",20060724,0.0772,0.0772,0.164,0.704,0.131
Serbian and ethnic Albanian leaders offered little sign of even the smallest compromise at a meeting on Kosovo today.,Progress on Kosovo Hindered by Ethnic Divide,20060724,0,0,0,1,0
The president spoke at a citizenship ceremony for three soldiers who were wounded in Iraq.,Bush Tries to Gain Momentum on Immigration,20060724,0,0,0,1,0
Police patrols were increased after four highway shootings early Sunday left one man dead and another injured.,Indiana Officials Seek Clues in Highway Shootings,20060724,-0.7096,-0.7096,0.303,0.606,0.091
"The mayor said that only 2,600 of an estimated 25,000 customers were still totally without power in Queens.",Mayor Defends Con Edison Chairman,20060724,0,0,0,1,0
"The heaviest fighting was on the outskirts of Bint Jbail, which is considered an important Hezbollah stronghold.",Fight Centers on 2 Towns in Southern Lebanon,20060724,-0.0516,-0.0516,0.126,0.707,0.167
The deal for the largest for-profit hospital operator in the U.S. ranks as the largest leveraged buyout in history.,Hospital Giant HCA Announces a Record Buyout,20060724,0,0,0,1,0
"Thomas E. Ricks, a reporter for The Washington Post, serves up a devastating portrait of the war as a misguided exercise in hubris, incompetence and folly.","From Planning to Warfare to Occupation, How Iraq Went Wrong",20060725,-0.91,-0.91,0.365,0.635,0
The Lower Manhattan Development Corporation says it has completed its mission and will soon go out of business.,9/11 Rebuilding Agency Prepares to Shut Down,20060725,-0.296,-0.296,0.115,0.885,0
Authorities described the sweep as the biggest mass arrest of gang members ever in New Jersey.,N.J. Police Arrest More Than 60 in Gang Crackdown,20060725,-0.34,-0.34,0.138,0.862,0
The vote all but ensures that the company that was once Russia’s largest and most successful oil conglomerate will be liquidated.,Creditors Declare Yukos Bankrupt,20060725,0.7677,0.7677,0,0.78,0.22
"Cyprus is doing an admirable job of handling the flood of people from Lebanon, but strains are showing.",Cyprus Copes With Flood of Evacuees,20060725,-0.128,-0.128,0.133,0.758,0.109
The judge who acquitted the two retired detectives for a murder conspiracy denied them bail for a drug charge.,2 Ex-Detectives Denied Bail on Drug Charge,20060725,-0.875,-0.875,0.423,0.5,0.077
The extreme and prolonged heat has prompted the authorities across Europe to advise on everything from personal safety to power use.,No End in Sight to Europe’s Heat Wave,20060725,0.4215,0.4215,0,0.877,0.123
The report was seen by many economists as another sign that the overall housing market is slowing down.,Sales of Existing Homes Fell in June,20060725,0,0,0,1,0
"Zhao Yan, who worked in the Times’s Beijing bureau, is accused of fraud and leaking state secrets to the newspaper.",China Again Delays Verdict on Times Researcher,20060725,-0.7184,-0.7184,0.25,0.75,0
Con Edison officials said Monday that they had hoped to have power in Queens fully restored by today.,Mayor Calls for Patience as Con Ed Finishes Repairs,20060725,0.6478,0.6478,0,0.751,0.249
"In a tasting of village Burgundies from the Côte d’Or, the dining panel found reasonably priced wines, harmonious and deep with pure, elegant flavors.",Looking for Love at Bargain Prices,20060726,0.7269,0.7269,0,0.775,0.225
"The majority of Americans are doubtful there will ever be peace between Israel and its neighbors, a poll shows.","Americans Pessimistic About Mideast, Poll Shows",20060726,0.2732,0.2732,0.11,0.731,0.16
City and state officials moved on two fronts today to jump start the redevelopment of the Far West Side of New York City.,State Officials Approve Expansion of Javits Center,20060726,0,0,0,1,0
"Floyd Landis helped lift television ratings for the Tour de France, but the premier cycling race still tumbled in popularity over all with viewers.","Tour’s TV Viewers Lag, Despite Landis’s Last Laps",20060726,0.631,0.631,0,0.847,0.153
The European Union’s chief representative in Afghanistan expressed confidence in NATO’s ability to stem violence in the southern part of the country.,Europe Confident NATO Can Stem Afghan Insurgency,20060726,0.128,0.128,0.143,0.662,0.195
The candidates vying for Gov. George E. Pataki’s job say they would not make radical changes to the plans for the redevelopment of the World Trade Center site.,The Next Governor on Rebuilding the 9/11 Site,20060726,0,0,0,1,0
"The details vary from region to region, but it is clear that economic growth is downshifting across the country.","Economy Shows Signs of Slowing, Fed Says",20060726,0.7783,0.7783,0,0.714,0.286
Andrea Yates’s lawyers said she was suffering from severe postpartum psychosis when she drowned her five children.,Yates Found Not Guilty by Reason of Insanity,20060726,-0.8625,-0.8625,0.407,0.593,0
"The violence could spark renewed hostilities between pro-Western Georgia and the breakaway republic of Abkhazia, which is a de facto Russian protectorate.",Georgian Troops Fight Rebel Militia for Second Day,20060726,-0.743,-0.743,0.266,0.664,0.07
"The subtropical landscape of Southwest Florida has long attracted those seeking a second home. They are drawn to world-class golf courses, water recreation, fine restaurants and shops.",Florida’s West Coast,20060727,0.5574,0.5574,0,0.839,0.161
"The number of deaths tied directly to California’s heat wave reached 95 today, a government agency said.",Heat-Related Deaths Climb in California,20060727,0.1779,0.1779,0,0.838,0.162
Police are questioning a man in connection with the disappearance of an 18-year-old New Jersey woman.,Body Tentatively Identified as Missing Teenager,20060727,-0.1027,-0.1027,0.091,0.909,0
A helicopter headed for the headquarters of a provincial civilian aid group crashed today.,Helicopter Crash in Afghanistan Kills 16,20060727,0,0,0,1,0
"The Tour de France winner had limited prospects to begin with, but the failed drug test dimmed his hopes significantly.",Landis’s Modest Future in Ads Dwindles,20060727,0.2023,0.2023,0.206,0.524,0.269
"With phantom troops have reportedly flooding across the border from Ethiopia, there are fears the crisis may spill far beyond Somalia’s borders.","As Rumors Swirl, Somalia Seems Set for Full-Scale War",20060727,-0.7845,-0.7845,0.257,0.743,0
The W.T.O. leader’s comments came after Europe and the U.S. failed to overcome divisions on farm supports.,"End of Talks Betrays Poor Nations, Trade Chief Says",20060727,-0.2023,-0.2023,0.159,0.721,0.12
"More than 1,000 workers at the factory were protesting low pay and poor living conditions, according to a New York-based labor rights group.",Violent Protest Erupts at Chinese Toy Factory,20060727,-0.8126,-0.8126,0.343,0.657,0
Democrats renewed their opposition to extending the tenure of John Bolton as ambassador to the U.N.,"Seeking Senate Backing, Bolton Faces Skeptics",20060727,0,0,0,1,0
Tony Blair will face pressure to call for a cease-fire in Lebanon when he visits Washington tomorrow.,British Take Dim View of Blair’s Close Ties to U.S.,20060727,-0.296,-0.296,0.128,0.872,0
"The statements by senior police officials represent the first glint of evidence of complicity by Lashkar-e-Taiba, the Pakistani-based militant group.",Suspects in Mumbai Bombings Confess Ties to Pakistani Militants,20060728,0,0,0,1,0
"Draymond Coleman, who is accused of murdering Jennifer Moore, 18, was arraigned today.",Suspect in Teenager’s Murder Held Without Bail,20060728,-0.7579,-0.7579,0.371,0.629,0
Hezbollah fired what it said was a new type of rocket that landed about 30 miles inside Israel.,Hezbollah Launches Longer-Range Rocket as Israeli Attacks Continue,20060728,-0.5574,-0.5574,0.184,0.816,0
The French Constitutional Council’s ruing undermined some controversial aspects of the legislation.,Parts of French ‘iPod Law’ Struck Down,20060728,-0.7096,-0.7096,0.434,0.566,0
The demolition of St. Brigid’s Church was halted after a judge issued a temporary restraining order.,Church Demolition Halted Until at Least Aug. 24,20060728,0,0,0,1,0
"Abdul Aziz al-Hakeem, leader of the largest Shiite bloc, called for handing over security to Iraqi forces.",Key Shiite Says Iraqis Should Take Over Security,20060728,0.34,0.34,0,0.87,0.13
The heat-related death toll in California rose to 112. Torrential rains in Ohio forced evacuations.,Heat Recedes in California; Ohio Hit With Floods,20060728,-0.7845,-0.7845,0.347,0.653,0
The decision amounts to a rare retreat by the world’s largest retailer from its breakneck global expansion.,Wal-Mart Decides to Pull Out of Germany,20060728,0.2023,0.2023,0,0.893,0.107
The Tour de France winner unequivocally denied today that he had used any banned substances.,Landis Says He’s Innocent of Doping,20060728,-0.2732,-0.2732,0.272,0.553,0.175
The annual rate of 2.5 percent was seen as more sustainable and orderly than the torrid pace reported last quarter.,U.S. Economic Growth Slows Significantly,20060728,0,0,0,1,0
Secretary of State Condoleezza Rice returned to the region today to press for a cease-fire and the insertion of an international force along the Lebanese border with Israel.,Rice Presses for Mideast Agreement,20060729,0,0,0,1,0
"An exotic dancer who had kept a crudely severed hand in a jar in her home was arrested yesterday after failing to appear in court on charges of illegal deposition of human remains earlier in the week, the police said.",Dancer Is Arrested in Human Hand Case,20060729,-0.9118,-0.9118,0.329,0.608,0.063
Chien-Ming Wang’s second complete game of the season and his first complete-game victory in his career eased worries about the Yankees rotation.,Wang’s Two-Hit Outing Solidifies the Rotation,20060729,-0.1531,-0.1531,0.112,0.8,0.088
Pedro Martínez overcame a rocky first inning to retire 16 of the next 18 batters with surgical precision after not pitching for 31 days.,"After Shaky Start, Martínez Turns in a Strong Effort",20060729,0,0,0,1,0
"A severe thunderstorm with strong winds and heavy rain swept through the New York metropolitan region yesterday afternoon, downing trees, causing power failures in thousands of homes and killing a 54-year-old woman who was struck by lightning on a...",Lightning Kills Golfer Who Sought Refuge in Shed,20060729,-0.8271,-0.8271,0.254,0.677,0.07
"The prolonged road to membership has soured some attitudes toward the European Union, according to a recent survey.","Knocking on Europe’s Door, Turkey Shows Growing Conservatism",20060729,0,0,0,1,0
"The Knicks signed the defensive-minded forward Jared Jeffries to an offer sheet, but the Wizards have seven days to match it.",Forward Signs Knicks Offer,20060729,0,0,0,1,0
"TRENTON, July 28 — Stating bluntly that “if we were a business, we’d be bankrupt,” Gov. Jon S. Corzine on Friday offered New Jersey legislators a blueprint of changes intended to improve the state’s fiscal habits, and challenged them to come up wi...",Corzine Offers His Ideas About Fixing New Jersey,20060729,0.3612,0.3612,0.032,0.901,0.067
The key to cooking chicken wings is to get the meat tender and the skin crisp. Eating them poses an altogether different challenge. It requires a certain comfort level with stickiness — plus a heap of wet wipes and some dexterity with your teeth.,The Arsenal,20060730,0.211533,0.5994,0,0.869,0.131
"In downtown Beirut, thousands of demonstrators filled the streets, smashing windows at the United Nations headquarters.",Images of Lebanese Death Intensify Arab Anger,20060730,0.4215,0.4215,0,0.843,0.157
