snippet,headline__main,year_mo,compound,negative,neutral,positive
"GRAVINO--Helen Patricia (nee De Vincent), February 6, 1924-August 25, 2015. Helen was pre-deceased by her first spouse Harold E. Raveche who was a typhoon hunter for the US Navy and died in action in WWII. She is survived by her spouse of 43 years...","Paid Notice: Deaths GRAVINO, HELEN PATRICIA (NEE DE VINCENT)",201508,0,0,1,0
"BURROWS--Lewis, M.D.,died on August 23, 2015 after a fall at home. Dr. Burrows was born in New York to Alexander and Lillian on March 21, 1931. He married Rochelle Kaufman in 1954 and together raised three sons, Adam, Ethan, and Whitney. He is sur...","Paid Notice: Deaths BURROWS, LEWIS, M.D.",201508,0.4939,0.066,0.773,0.161
"GOLDIN--Joel, DMD. With extreme sadness, the Fellows of the New York Academy of Dentistry mourn the passing of Dr. Joel Goldin. He was a long time Fellow, a Past President and an integral member of the Academy. His wise and generous guidance will ...","Paid Notice: Deaths GOLDIN, JOEL",201508,-0.0772,0.075,0.856,0.069
"COLLINS--Reverend Monsignor Timothy S.,died peacefully on Saturday, August 22, 2015 at the Cardinal O'Connor Clergy residence in Bronx, New York. He was 86 years old. Msgr. Collins was born in Grosse Pointe, Michigan to John Timothy Collins and Do...","Paid Notice: Deaths COLLINS, REVEREND MONSIGNOR TIMOTHY S.",201508,0,0,1,0
"WEINBERG--Ruth M. August 26, 1915-June 16, 2013 Dearest mom, Happy hundredth! Eternally loved and missed. Nancy, Max and Abby 1/3","Paid Notice: Memorials WEINBERG, RUTH M",201508,0.1779,0.114,0.758,0.128
"MARSHALL--Mr. Edward, of Lawrence, NY and Boca Raton, FL died peacefully on Sunday, August 23rd, at his home in Lawrence, one month shy of his 88th birthday. He attended City College and was drafted into the United States Army Air Force where he s...","Paid Notice: Deaths MARSHALL, MR",201508,0.2023,0.06,0.86,0.079
LANDA--Jay. We mourn the loss of our beloved brother Jay. You are in our hearts. Bobbie and Bob Sandler and family 1/3,"Paid Notice: Deaths LANDA, JAY",201508,0.8832,0.074,0.539,0.387
"TAYLOR--John C.,3rd. The partners, counsel, associates and staff of the firm of Paul, Weiss, Rifkind, Wharton & Garrison LLP express profound sorrow at the death of our former partner, current Of Counsel, friend and colleague, Bud Taylor. We expre...","Paid Notice: Deaths TAYLOR, JOHN C.",201508,0.1531,0.108,0.772,0.12
"SUSSMAN--Ruth Levine. It has been ten years - and every day we miss you and love you. Becky, Jane & David 1/3","Paid Notice: Memorials SUSSMAN, RUTH LEVINE",201508,-0.2023,0.186,0.693,0.12
"WESTON--Lewis M. The officers, board and staff of the American Technion Society (ATS) deeply mourn the loss of distinguished leader and generous friend Lewis M. Weston of Floral Park, NY and Boca Raton, FL. A retired partner of Goldman Sachs & Co....","Paid Notice: Deaths WESTON, LEWIS M",201508,-0.6249,0.16,0.769,0.07
KATZ--Howard. Sorely missed and loved. Greatly cherished. Your Family 1/3,"Paid Notice: Memorials KATZ, HOWARD",201508,0.5574,0.067,0.756,0.176
"BINGHAM--W. Richard ""Dick."" Died peacefully at his cherished home in Fishers Island, NY on August 18th surrounded by his loving family. The loss is felt for this family man who was a lifetime keen intellect, Navy Veteran, respected financier, phil...","Paid Notice: Memorials BINGHAM, W. RICHARD ""DICK."" DIED PEACEFULLY AT HIS CHERISHED HOME IN FISHERS ISLAND, NY ON AUGUST 18TH SURROUNDED BY HIS LOVING FAMILY. THE LOSS IS FELT FOR THIS FAMILY MAN WHO WAS A LIFETIME KEEN INTELLECT, NAVY VETERAN, RESPECTED FINANCIER, PHILANTHROPIST, CIVIC AFFAIRS STRATEGIST, COMPETITOR AND AVID SPORTSMAN. HE WAS FOREMOST A LOVING HUSBAND AND FATHER DEDICATED TO HIS EXTENDED FAMILY AND FRIENDS AND HAVING AS HE CALLED IT ""THE FORTUNATE OPPORTUNITY TO EXPERIENCE A LIFETIME OF PARTICIPATION IN PROBLEM SOLVING AND CREATION OF NEW ENTITIES."" DICK WAS BORN IN NEW YORK CITY AND GREW UP IN BUCKS COUNTY, PA AND HILLSBOROUGH, CA. HE ATTENDED HILLSBOROUGH SCHOOL, TOWN SCHOOL FOR BOYS (CLASS OF '49), MIDDLESEX (CLASS OF '53), STANFORD UNIVERSITY (CLASS OF '57), AND HARVARD BUSINESS SCHOOL (CLASS OF '61). HE ATTENDED THE UNIVERSITIES OF GENEVA AND PARIS. THROUGHOUT EVERY STAGE OF HIS LIFE HE HELD A MYRIAD OF LEADERSHIP POSITIONS BEGINNING AT STANFORD WHERE HE WAS PRESIDENT OF PHI DELTA THETA FRATERNITY, AND HEAD OF CAMPUS SECURITY. HE SERVED AS LINE OFFICER ABOARD THE U.S. NAVY DESTROYER, U.S.S. DAVIS, FROM 1957, 1959. HE REMEMBERED HIS NAVAL SERVICE FONDLY WHICH CONTRIBUTED TO HIS UNWAVERING LOVE OF THE OCEAN. DICK WAS CHARACTERIZED BY AND OFTEN CLOSED REMARKS ON OCCASION WITH THIS LINE TAKEN FROM HIS US NAVY DAYS, ""MAY FAIR WINDS AND FOLLOWING SEAS ACCOMPANY YOU."" FOLLOWING HIS MILITARY SERVICE, DICK BEGAN HIS CAREER ON WALL STREET AT THE INVESTMENT BANKING FIRM OF KUHN, LOEB, AND CO. IN 1961. AS A PARTNER, DIRECTOR OF INVESTMENT BANKING, A MEMBER OF THE EXECUTIVE COMMITTEE AND BOARD OF DIRECTORS, HE ADVISED MANY COMPANIES AND COUNTRIES ON CAPITAL RAISING ACTIVITIES. HE CONTINUED HIS CAREER AS A PARTNER OF LEHMAN BROTHERS IN 1977 WHERE HE WAS DIRECTOR OF INVESTMENT BANKING, CORPORATE FINANCE, AND MERGERS AND ACQUISITIONS AND A MEMBER OF THE BOARD. IN 1988 HE FOUNDED AMERICAN INDUSTRIAL PARTNERS (AIP) WHICH BECAME A RESPECTED, GROUND, BREAKING PRIVATE EQUITY FIRM. AS A SAVVY INVESTOR AND PRESIDENT OF AIP, DICK AND HIS AMERICAN INDUSTRIAL PARTNERS TEAM RAISED FOUR FUNDS AND LED MULTIPLE INVESTMENTS IN DIVERSE INDUSTRIAL COMPANIES WHILE HE SERVED ON A NUMBER OF CORPORATE BOARDS. IN 1996, DURING MAYOR FRANK JORDAN'S ADMINISTRATION IN SAN FRANCISCO, DICK WAS APPOINTED HONORARY CONSUL TO THE REPUBLIC OF LITHUANIA. ALSO, DURING THAT TIME, HE WAS APPOINTED TO THE NEWLY FORMED SAN FRANCISCO'S COMMITTEE ON JOBS WHERE THE PRIMARY FOCUS WAS TO PROMOTE A BUSINESS CLIMATE THAT ALLOWED SAN FRANCISCO TO REMAIN A DESIRABLE PLACE TO LIVE, WORK, AND OPERATE A BUSINESS. THROUGHOUT HIS LIFE, DICK WAS DEDICATED TO PHILANTHROPY AND OFFERED HIS SERVICES AND SUPPORT TO MANY BAY AREA INSTITUTIONS OVER THE YEARS. HIS PHILANTHROPIC INTERESTS REFLECTED HIS LOVE OF THE WONDERS OF THE WORLD, NATURE, THE OCEAN, MUSIC, AND THE ARTS. HIS MOST MEMORABLE PHILANTHROPIC LIFETIME ACHIEVEMENT WAS THE CALIFORNIA ACADEMY OF SCIENCES LOCATED IN GOLDEN GATE PARK, SAN FRANCISCO. HE SERVED AS CHAIRMAN OF ITS BOARD FROM 1996 UNTIL IT'S REOPENING IN 2007. HE WAS EXTREMELY PROUD OF WHAT HE AND THE BOARD ACCOMPLISHED, ESPECIALLY LITERALLY KNOCKING ON DOORS TO AID IN THE PASSING OF PROPOSITION B, WHICH WAS PIVOTAL IN THE PROCESS TO COMPLETELY REBUILD THE ACADEMY INTO THE WORLD, CLASS SCIENCE AND EDUCATIONAL INSTITUTION THAT IT IS TODAY. AS AN ADJUNCT TO THE ACADEMY, HE ENVISIONED AND WORKED TIRELESSLY TO RAISE PRIVATE MONIES NEEDED TO FUND THE MUSIC CONCOURSE GARAGE WHICH LIES BETWEEN THE ACADEMY AND DE YOUNG MUSEUMS. HE SERVED AS CHAIRMAN OF THAT BOARD. HE PASSIONATELY BELIEVED THAT EDUCATION AND EDUCATIONAL PURSUITS WERE IMPORTANT FOR INDIVIDUALS AND SOCIETY. TO HIM, SAVING AND REBUILDING THE ACADEMY WAS THE TANGIBLE APEX OF THAT PASSION. HIS EFFORTS HELPED ENSURE THE ACADEMY REMAINED IN GOLDEN GATE PARK AS A STATE, OF, THE, ART LEARNING CENTER AND MUSEUM. DICK ALSO IS PAST TRUSTEE OF THE TOWN SCHOOL FOR BOYS, MARIN COUNTRY DAY SCHOOL, THE URBAN SCHOOL, THE BAY SCHOOL, MIDDLESEX SCHOOL, THE WORLD AFFAIRS COUNCIL, ST JOHNS CHURCH ON FISHER'S ISLAND, AND CPMC FOUNDATION. HE WAS A MEMBER OF THE PACIFIC UNION CLUB, THE BURLINGAME COUNTRY CLUB, THE SAN FRANCISCO GOLF CLUB, AND THE FISHER'S ISLAND CLUB. DICK IS SURVIVED BY HIS LOVING WIFE, WENDY WASSON BINGHAM, ADORING CHILDREN, LOCK, FRANCES, AND GRACE BINGHAM, AND DEVOTED SISTER BETSY BINGHAM DAVIS. IN LIEU OF FLOWERS, THE FAMILY REQUESTS THAT DONATIONS BE MADE IN DICK'S MEMORY TO THE CALIFORNIA ACADEMY OF SCIENCES, WHICH WAS AN IMPORTANT CAUSE FOR DICK. 1",201508,0.2128,0.117,0.748,0.135
"MASS--Joan F.,a lover of life, books, her family and New York, passed on August 23, 2015 at age 83. 1/3","Paid Notice: Deaths MASS, JOAN F.",201508,0.7425,0.132,0.419,0.449
"GOLDIN--Dr. Joel. We deeply mourn the passing of Joel Goldin, a treasured founding member of the Board of Directors of Young Concert Artists since l964. Joel was a constantly involved, enthusiastic and vigorous part of YCA for over 50 years. He is...","Paid Notice: Deaths GOLDIN, DR",201508,0.875,0.158,0.514,0.329
"PARKS-PARSONS--Toni, died on August 24, 2015 in England. Parks was born on November 4, 1940 to photographer Gordon Parks and first wife, Sally Parks. A photographer, her 2011 exhibition ""Bridging the Gap: Photography by Gordon Parks and Toni Parks...","Paid Notice: Deaths PARKS, PARSONS, TONI",201508,0.5859,0,0.833,0.167
"In August and September, when tomatoes are at their ripest, make a batch of fresh tomato sauce. At the market, look for the cracked, slightly bruised tomatoes sold at a discount. The flesh of the tomato should be dense, sweet and blood red. This m...",The Time Is Right to Make Tomato Sauce,201508,0.5729,0.066,0.789,0.145
"These rich Belgian yeast waffles take a bit of planning (an overnight rise), but one bite and you'll forgive the extra time they take and the giant mess they leave on your waffle iron. With their buttery brioche consistency and pockets of sweet st...",Joylynn Holder of Brooklyn Forest and Her Steadfast Batter Bowl,201508,-0.5574,0.089,0.911,0
"Cold cantaloupe soup has become a summer staple in my house, a quick and easy solution to the question of a first course at dinner. I have even served it in espresso cups for guests to sip with cocktails. All it takes is a ripe orange-fleshed melo...",null,201508,0.6486,0,0.886,0.114
"Softer and more fruit-filled than a coffeecake, but with a higher percentage of buttery batter than a cobbler, buckles are harder to classify than they are to make. This one is tender, moist and filled with sweet summer berries. But feel free to s...",The Buckle Makes Great Use of Summer Fruit,201508,0.6597,0.088,0.738,0.174
"This wonderful pasta is made with nothing more than fresh tomato sauce and good ricotta, plus a little pecorino. It’s most delicious if you keep the pasta quite al dente; use just enough sauce, no more; give it a good pinch of crushed red pepper; ...",The Time Is Right to Make Tomato Sauce,201508,0.6369,0,0.885,0.115
Loney was also fined an undisclosed amount by Major League Baseball for making contact with an umpire.,Rays’ James Loney Suspended a Game,201508,0.8573,0,0.822,0.178
"Cruz, a receiver, is coming back from his second knee operation in two years.",Giants’ Victor Cruz Nurses Calf Injury,201508,0.7925,0.129,0.638,0.233
